馬番,馬齢,オッズ,斤量,脚質,総合値,SP 値,AG 値,SA 値,馬連率,戦数,賞金平均,KI 値,id,race
2,牡2,187.2,56,4 追,18.0,0.0,0.0,58.0,0.0,1.0,0.0,20.0,20241005_新潟_結果_2,2
1,牝2,26.3,54,4 追,12.0,0.0,8.0,60.0,0.0,5.0,39.0,15.0,20241005_新潟_結果_2,2
7,牡2,69.9,53,3 差,18.0,0.0,5.0,56.0,0.0,3.0,0.0,20.0,20241005_新潟_結果_2,2
9,牝2,256.9,52,4 追,8.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,20241005_新潟_結果_2,2
11,牡4,30.3,58,2 先,26.0,45.0,100.0,108.0,14.0,14.0,154.0,20.0,20241005_新潟_結果_3,3
4,牡3,1.8,54,2 先,50.0,100.0,36.0,104.0,22.0,9.0,88.0,15.0,20241005_新潟_結果_3,3
10,牡3,4.4,55,1 逃,16.0,5.0,0.0,95.0,50.0,4.0,210.0,15.0,20241005_新潟_結果_3,3
9,牝3,53.6,52,3 差,8.0,0.0,0.0,0.0,20.0,6.0,110.0,5.0,20241005_新潟_結果_3,3
7,牝5,13.5,56,3 差,23.0,80.0,20.0,100.0,33.0,15.0,88.0,15.0,20241005_新潟_結果_3,3
13,牝4,135.1,56,2 先,18.0,10.0,40.0,80.0,27.0,11.0,22.0,10.0,20241005_新潟_結果_3,3
8,牝4,30.8,56,4 追,22.0,35.0,26.0,89.0,22.0,9.0,8.0,20.0,20241005_新潟_結果_3,3
1,牝5,229.5,53,4 追,16.0,15.0,0.0,0.0,16.0,25.0,0.0,15.0,20241005_新潟_結果_3,3
6,牡5,74.3,58,3 差,12.0,30.0,23.0,93.0,23.0,30.0,16.0,10.0,20241005_新潟_結果_3,3
12,牡4,125.7,56,2 先,9.0,0.0,0.0,79.0,15.0,19.0,16.0,15.0,20241005_新潟_結果_3,3
2,牝5,20.6,56,3 差,14.0,40.0,63.0,103.0,14.0,27.0,40.0,10.0,20241005_新潟_結果_3,3
3,セ3,17.7,54,4 追,22.0,50.0,3.0,94.0,40.0,5.0,184.0,20.0,20241005_新潟_結果_3,3
5,牝4,7.2,56,2 先,36.0,35.0,0.0,76.0,53.0,15.0,62.0,35.0,20241005_新潟_結果_3,3
15,牝3,423.8,55,3 差,11.0,0.0,0.0,61.0,11.0,9.0,0.0,10.0,20241005_新潟_結果_3,3
14,牝5,29.7,55,2 先,19.0,0.0,0.0,0.0,6.0,15.0,40.0,25.0,20241005_新潟_結果_3,3
9,牡5,2.1,60,2 先,60.0,85.0,78.0,,26.0,19.0,55.0,50.0,20241005_新潟_結果_4,4
10,牝5,3.1,58,2 先,27.0,0.0,13.0,,18.0,32.0,55.0,30.0,20241005_新潟_結果_4,4
11,牡9,9.0,60,2 先,45.0,100.0,100.0,,26.0,30.0,140.0,30.0,20241005_新潟_結果_4,4
1,牡7,6.1,60,2 先,22.0,55.0,13.0,,27.0,33.0,0.0,20.0,20241005_新潟_結果_4,4
2,牡4,91.4,60,3 差,19.0,0.0,33.0,,34.0,23.0,87.0,30.0,20241005_新潟_結果_4,4
4,牡3,22.9,58,3 差,9.0,0.0,0.0,,33.0,6.0,94.0,20.0,20241005_新潟_結果_4,4
3,セ4,31.8,60,4 追,40.0,0.0,70.0,,6.0,15.0,0.0,55.0,20241005_新潟_結果_4,4
8,セ4,14.4,60,3 差,30.0,0.0,9.0,,16.0,12.0,0.0,45.0,20241005_新潟_結果_4,4
5,牡3,162.5,58,4 追,7.0,0.0,46.0,,0.0,12.0,0.0,15.0,20241005_新潟_結果_4,4
7,牡3,43.6,58,4 追,8.0,0.0,0.0,,10.0,10.0,44.0,5.0,20241005_新潟_結果_4,4
13,牡2,2.5,56,2 先,52.0,,,,,,,,20241005_新潟_結果_5,5
11,牡2,37.8,56,2 先,43.0,,,,,,,,20241005_新潟_結果_5,5
8,牡2,24.5,52,2 先,27.0,,,,,,,,20241005_新潟_結果_5,5
5,牝2,24.3,52,3 差,30.0,,,,,,,,20241005_新潟_結果_5,5
2,牝2,12.2,55,2 先,35.0,,,,,,,,20241005_新潟_結果_5,5
12,牝2,12.2,55,3 差,49.0,,,,,,,,20241005_新潟_結果_5,5
10,牝2,24.7,54,1 逃,35.0,,,,,,,,20241005_新潟_結果_5,5
16,牝2,7.4,55,2 先,39.0,,,,,,,,20241005_新潟_結果_5,5
17,牡2,10.6,56,3 差,38.0,,,,,,,,20241005_新潟_結果_5,5
9,牝2,46.9,55,4 追,45.0,,,,,,,,20241005_新潟_結果_5,5
14,牝2,53.2,52,3 差,63.0,,,,,,,,20241005_新潟_結果_5,5
3,牡2,175.7,53,4 追,20.0,,,,,,,,20241005_新潟_結果_5,5
6,牡2,5.5,55,3 差,45.0,,,,,,,,20241005_新潟_結果_5,5
4,牝2,50.5,55,3 差,28.0,,,,,,,,20241005_新潟_結果_5,5
15,牝2,220.9,52,3 差,3.0,,,,,,,,20241005_新潟_結果_5,5
18,牝2,37.5,54,3 差,39.0,,,,,,,,20241005_新潟_結果_5,5
1,牝2,89.0,53,3 差,44.0,,,,,,,,20241005_新潟_結果_5,5
7,牝2,39.9,55,4 追,40.0,,,,,,,,20241005_新潟_結果_5,5
2,牝2,4.2,53,1 逃,18.0,25.0,55.0,96.0,0.0,3.0,106.0,15.0,20241005_新潟_結果_6,6
11,牡2,4.5,56,2 先,21.0,0.0,0.0,67.0,0.0,2.0,70.0,25.0,20241005_新潟_結果_6,6
5,牝2,5.6,55,2 先,58.0,100.0,12.0,74.0,0.0,2.0,0.0,30.0,20241005_新潟_結果_6,6
3,牡2,8.1,56,3 差,66.0,75.0,20.0,103.0,0.0,1.0,0.0,20.0,20241005_新潟_結果_6,6
4,牝2,138.8,55,2 先,16.0,20.0,29.0,85.0,0.0,2.0,0.0,15.0,20241005_新潟_結果_6,6
8,牝2,85.5,52,3 差,16.0,0.0,0.0,73.0,0.0,2.0,0.0,15.0,20241005_新潟_結果_6,6
10,牝2,3.1,55,1 逃,28.0,20.0,76.0,96.0,0.0,1.0,110.0,35.0,20241005_新潟_結果_6,6
1,牡2,26.7,54,2 先,11.0,0.0,16.0,85.0,0.0,1.0,0.0,10.0,20241005_新潟_結果_6,6
12,牝2,50.1,55,4 追,11.0,10.0,100.0,88.0,0.0,1.0,0.0,15.0,20241005_新潟_結果_6,6
7,牡2,14.7,53,4 追,19.0,0.0,0.0,58.0,0.0,1.0,0.0,20.0,20241005_新潟_結果_6,6
9,牝2,86.3,52,2 先,8.0,0.0,15.0,64.0,0.0,2.0,0.0,5.0,20241005_新潟_結果_6,6
6,牡2,61.3,54,4 追,9.0,0.0,65.0,89.0,0.0,1.0,0.0,15.0,20241005_新潟_結果_6,6
1,牡5,6.3,58,2 先,19.0,45.0,72.0,100.0,33.0,24.0,96.0,15.0,20241005_新潟_結果_7,7
11,牡4,7.2,57,2 先,20.0,40.0,45.0,96.0,5.0,20.0,64.0,15.0,20241005_新潟_結果_7,7
9,牡3,3.8,53,3 差,45.0,100.0,86.0,116.0,0.0,11.0,89.0,20.0,20241005_新潟_結果_7,7
8,牡3,19.6,55,2 先,25.0,25.0,35.0,87.0,0.0,6.0,55.0,25.0,20241005_新潟_結果_7,7
2,牡3,19.7,55,3 差,20.0,30.0,26.0,85.0,33.0,3.0,240.0,15.0,20241005_新潟_結果_7,7
10,牡3,19.9,56,2 先,31.0,40.0,100.0,87.0,20.0,5.0,146.0,25.0,20241005_新潟_結果_7,7
12,牝3,4.1,51,2 先,46.0,70.0,45.0,81.0,28.0,7.0,154.0,25.0,20241005_新潟_結果_7,7
7,牡3,10.3,53,3 差,19.0,45.0,36.0,101.0,7.0,13.0,162.0,15.0,20241005_新潟_結果_7,7
5,牡3,7.2,55,2 先,16.0,10.0,56.0,91.0,25.0,8.0,110.0,15.0,20241005_新潟_結果_7,7
6,牡3,21.3,53,3 差,8.0,15.0,0.0,68.0,50.0,2.0,145.0,5.0,20241005_新潟_結果_7,7
3,セ4,79.3,55,4 追,21.0,65.0,0.0,80.0,40.0,10.0,30.0,15.0,20241005_新潟_結果_7,7
4,牝4,223.7,53,4 追,8.0,20.0,31.0,70.0,25.0,12.0,11.0,5.0,20241005_新潟_結果_7,7
9,牡3,7.1,54,2 先,21.0,80.0,59.0,100.0,14.0,7.0,161.0,15.0,20241005_新潟_結果_8,8
10,牡3,2.7,57,1 逃,16.0,25.0,30.0,109.0,28.0,7.0,150.0,20.0,20241005_新潟_結果_8,8
4,牝5,16.7,55,4 追,26.0,75.0,100.0,117.0,22.0,22.0,64.0,25.0,20241005_新潟_結果_8,8
12,牝4,51.7,56,2 先,22.0,25.0,53.0,97.0,14.0,14.0,0.0,25.0,20241005_新潟_結果_8,8
1,牝3,63.1,53,3 差,11.0,25.0,42.0,98.0,14.0,7.0,143.0,10.0,20241005_新潟_結果_8,8
11,牝4,115.0,56,2 先,12.0,0.0,0.0,48.0,30.0,13.0,8.0,20.0,20241005_新潟_結果_8,8
8,牡4,8.1,58,1 逃,19.0,85.0,0.0,83.0,40.0,25.0,76.0,10.0,20241005_新潟_結果_8,8
3,牡5,42.1,56,3 差,18.0,45.0,23.0,94.0,13.0,23.0,72.0,15.0,20241005_新潟_結果_8,8
13,牝3,7.0,55,4 追,27.0,5.0,51.0,101.0,14.0,7.0,218.0,35.0,20241005_新潟_結果_8,8
7,牡5,8.4,58,2 先,48.0,100.0,55.0,108.0,62.0,8.0,222.0,20.0,20241005_新潟_結果_8,8
5,牝4,334.1,56,3 差,11.0,0.0,0.0,81.0,31.0,19.0,16.0,10.0,20241005_新潟_結果_8,8
2,牡3,7.5,54,3 差,19.0,45.0,33.0,107.0,50.0,8.0,209.0,20.0,20241005_新潟_結果_8,8
6,牝4,95.0,56,3 差,16.0,5.0,82.0,94.0,31.0,16.0,0.0,15.0,20241005_新潟_結果_8,8
14,牝5,43.5,56,2 先,30.0,40.0,82.0,103.0,14.0,21.0,0.0,30.0,20241005_新潟_結果_8,8
15,牡4,16.0,57,2 先,22.0,60.0,40.0,103.0,16.0,12.0,80.0,15.0,20241005_新潟_結果_8,8
8,牡3,2.5,56,1 逃,41.0,50.0,58.0,96.0,75.0,8.0,287.0,35.0,20241005_新潟_結果_9,9
12,牝3,7.1,54,4 追,7.0,0.0,85.0,108.0,25.0,4.0,151.0,15.0,20241005_新潟_結果_9,9
5,牝3,20.1,54,3 差,11.0,30.0,49.0,101.0,22.0,9.0,111.0,10.0,20241005_新潟_結果_9,9
1,牡3,3.3,56,3 差,16.0,50.0,94.0,110.0,16.0,6.0,178.0,15.0,20241005_新潟_結果_9,9
9,牝3,47.4,54,4 追,13.0,40.0,87.0,100.0,20.0,5.0,178.0,15.0,20241005_新潟_結果_9,9
3,牝3,35.8,54,4 追,19.0,0.0,0.0,84.0,28.0,7.0,88.0,15.0,20241005_新潟_結果_9,9
11,牝3,18.5,54,3 差,27.0,20.0,23.0,103.0,12.0,8.0,137.0,30.0,20241005_新潟_結果_9,9
10,牝4,61.0,56,2 先,12.0,0.0,19.0,92.0,12.0,16.0,24.0,20.0,20241005_新潟_結果_9,9
4,牡3,23.7,56,3 差,18.0,0.0,100.0,100.0,0.0,1.0,0.0,25.0,20241005_新潟_結果_9,9
6,牝3,44.7,54,3 差,26.0,100.0,7.0,111.0,0.0,9.0,33.0,10.0,20241005_新潟_結果_9,9
13,牡3,9.0,56,3 差,27.0,35.0,54.0,102.0,25.0,4.0,206.0,25.0,20241005_新潟_結果_9,9
7,牝4,245.1,56,2 先,8.0,0.0,0.0,52.0,7.0,13.0,0.0,5.0,20241005_新潟_結果_9,9
2,セ3,19.0,56,3 差,24.0,55.0,54.0,104.0,40.0,5.0,154.0,20.0,20241005_新潟_結果_9,9
14,牝4,130.6,56,3 差,33.0,100.0,26.0,79.0,23.0,13.0,0.0,20.0,20241005_新潟_結果_9,9
9,牡3,4.9,56,2 先,28.0,60.0,38.0,109.0,33.0,9.0,246.0,30.0,20241005_新潟_結果_10,10
15,牡3,3.5,56,3 差,21.0,80.0,94.0,110.0,66.0,6.0,238.0,20.0,20241005_新潟_結果_10,10
4,牝4,28.1,56,3 差,8.0,0.0,78.0,101.0,50.0,2.0,275.0,20.0,20241005_新潟_結果_10,10
5,牝4,11.3,56,2 先,27.0,30.0,84.0,111.0,38.0,13.0,242.0,35.0,20241005_新潟_結果_10,10
6,牡4,3.5,58,1 逃,28.0,80.0,100.0,120.0,38.0,13.0,232.0,25.0,20241005_新潟_結果_10,10
7,牝5,176.4,56,3 差,18.0,35.0,71.0,103.0,30.0,23.0,0.0,20.0,20241005_新潟_結果_10,10
10,牝4,66.9,56,3 差,11.0,55.0,86.0,111.0,22.0,9.0,40.0,10.0,20241005_新潟_結果_10,10
1,牡3,10.6,56,3 差,29.0,95.0,84.0,109.0,33.0,6.0,170.0,25.0,20241005_新潟_結果_10,10
16,牡3,36.0,56,2 先,10.0,35.0,70.0,106.0,18.0,11.0,0.0,15.0,20241005_新潟_結果_10,10
18,牡6,118.1,58,4 追,17.0,60.0,95.0,77.0,18.0,27.0,0.0,15.0,20241005_新潟_結果_10,10
12,牝3,10.2,54,2 先,11.0,0.0,46.0,100.0,40.0,5.0,208.0,10.0,20241005_新潟_結果_10,10
11,牡3,29.6,56,3 差,19.0,70.0,94.0,112.0,27.0,11.0,154.0,15.0,20241005_新潟_結果_10,10
13,牝3,56.9,54,3 差,17.0,60.0,78.0,90.0,0.0,9.0,80.0,15.0,20241005_新潟_結果_10,10
2,牡4,27.6,58,3 差,33.0,100.0,19.0,106.0,15.0,19.0,32.0,25.0,20241005_新潟_結果_10,10
14,牡3,207.6,56,3 差,10.0,15.0,47.0,98.0,0.0,8.0,28.0,15.0,20241005_新潟_結果_10,10
3,牝5,161.6,56,4 追,11.0,10.0,72.0,97.0,13.0,30.0,24.0,10.0,20241005_新潟_結果_10,10
17,牡3,91.4,56,3 差,10.0,20.0,76.0,99.0,25.0,8.0,170.0,15.0,20241005_新潟_結果_10,10
8,牡5,280.1,58,4 追,18.0,65.0,62.0,99.0,7.0,14.0,16.0,15.0,20241005_新潟_結果_10,10
9,牡5,13.9,55,2 先,24.0,85.0,49.0,111.0,18.0,32.0,34.0,15.0,20241005_新潟_結果_11,11
7,セ5,47.0,56,2 先,16.0,75.0,74.0,91.0,13.0,37.0,126.0,10.0,20241005_新潟_結果_11,11
3,牝5,17.4,53,3 差,16.0,50.0,43.0,100.0,13.0,23.0,46.0,15.0,20241005_新潟_結果_11,11
8,牝4,15.4,52,4 追,24.0,85.0,59.0,106.0,15.0,19.0,78.0,15.0,20241005_新潟_結果_11,11
1,牡4,5.6,56,3 差,33.0,100.0,100.0,103.0,23.0,17.0,138.0,20.0,20241005_新潟_結果_11,11
4,牝5,6.0,53,2 先,41.0,50.0,57.0,109.0,12.0,16.0,123.0,35.0,20241005_新潟_結果_11,11
10,牡5,7.7,55,4 追,28.0,80.0,78.0,113.0,11.0,26.0,62.0,20.0,20241005_新潟_結果_11,11
12,セ7,129.9,52,4 追,12.0,10.0,99.0,104.0,6.0,49.0,0.0,15.0,20241005_新潟_結果_11,11
6,牡4,25.2,54,3 差,31.0,65.0,85.0,117.0,13.0,23.0,200.0,25.0,20241005_新潟_結果_11,11
2,牡6,4.7,57,3 差,44.0,85.0,71.0,119.0,13.0,30.0,218.0,25.0,20241005_新潟_結果_11,11
5,牝4,7.4,53,2 先,31.0,60.0,79.0,110.0,18.0,11.0,0.0,25.0,20241005_新潟_結果_11,11
13,牡7,53.7,55,1 逃,16.0,25.0,63.0,110.0,26.0,41.0,125.0,20.0,20241005_新潟_結果_11,11
11,牝3,6.5,52,2 先,7.0,0.0,2.0,83.0,36.0,11.0,150.0,15.0,20241005_新潟_結果_11,11
4,牡4,6.2,58,,42.0,85.0,58.0,106.0,44.0,9.0,197.0,35.0,20241005_新潟_結果_12,12
11,牝3,41.3,54,,9.0,25.0,45.0,0.0,36.0,11.0,198.0,15.0,20241005_新潟_結果_12,12
18,牝6,3.8,52,,14.0,55.0,43.0,105.0,25.0,27.0,88.0,10.0,20241005_新潟_結果_12,12
3,牝5,58.5,54,,17.0,50.0,87.0,96.0,36.0,30.0,58.0,15.0,20241005_新潟_結果_12,12
6,牡3,27.1,57,,5.0,0.0,100.0,86.0,7.0,13.0,150.0,15.0,20241005_新潟_結果_12,12
7,牝4,15.0,55,,22.0,50.0,30.0,96.0,20.0,15.0,64.0,25.0,20241005_新潟_結果_12,12
17,牝3,19.7,52,,16.0,0.0,23.0,87.0,11.0,9.0,32.0,25.0,20241005_新潟_結果_12,12
10,牝3,18.5,52,,20.0,35.0,35.0,99.0,20.0,5.0,110.0,20.0,20241005_新潟_結果_12,12
13,牝4,10.8,53,,11.0,55.0,51.0,96.0,8.0,12.0,40.0,5.0,20241005_新潟_結果_12,12
14,牝5,5.6,56,,22.0,55.0,63.0,107.0,15.0,20.0,104.0,20.0,20241005_新潟_結果_12,12
12,牝4,9.4,56,,26.0,65.0,75.0,101.0,12.0,8.0,0.0,20.0,20241005_新潟_結果_12,12
16,牝6,54.9,55,,17.0,50.0,29.0,81.0,10.0,29.0,158.0,15.0,20241005_新潟_結果_12,12
1,牝3,7.1,55,,7.0,5.0,69.0,94.0,37.0,8.0,118.0,15.0,20241005_新潟_結果_12,12
5,牡5,213.0,55,,10.0,20.0,52.0,83.0,15.0,19.0,34.0,15.0,20241005_新潟_結果_12,12
8,牡4,59.3,56,,14.0,40.0,36.0,0.0,19.0,21.0,16.0,15.0,20241005_新潟_結果_12,12
2,牡3,50.0,57,,36.0,100.0,42.0,96.0,28.0,7.0,64.0,25.0,20241005_新潟_結果_12,12
15,牝4,248.7,56,,18.0,0.0,0.0,0.0,17.0,25.0,2.0,10.0,20241005_新潟_結果_12,12
9,牝4,236.4,54,,11.0,25.0,52.0,101.0,5.0,18.0,0.0,10.0,20241005_新潟_結果_12,12
1,牝2,1.6,55,1 逃,53.0,70.0,33.0,98.0,50.0,2.0,146.0,40.0,20241102_京都_結果_1,1
6,牝2,3.1,55,2 先,54.0,0.0,0.0,0.0,33.0,3.0,180.0,35.0,20241102_京都_結果_1,1
3,牝2,6.7,55,2 先,50.0,25.0,100.0,91.0,100.0,1.0,290.0,30.0,20241102_京都_結果_1,1
7,牝2,7.8,52,3 差,22.0,0.0,0.0,0.0,25.0,4.0,82.0,20.0,20241102_京都_結果_1,1
5,牝2,130.5,55,4 追,8.0,0.0,85.0,52.0,0.0,2.0,0.0,5.0,20241102_京都_結果_1,1
4,牝2,127.8,54,2 先,30.0,0.0,0.0,40.0,0.0,1.0,0.0,25.0,20241102_京都_結果_1,1
2,牝2,46.2,52,4 追,14.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,20241102_京都_結果_1,1
7,牡2,1.4,56,1 逃,62.0,95.0,56.0,98.0,66.0,3.0,206.0,35.0,20241102_京都_結果_2,2
1,牡2,50.3,56,4 追,11.0,0.0,100.0,72.0,0.0,1.0,72.0,10.0,20241102_京都_結果_2,2
8,牝2,10.0,55,2 先,26.0,0.0,0.0,0.0,0.0,1.0,0.0,35.0,20241102_京都_結果_2,2
9,牡2,6.1,56,2 先,58.0,100.0,60.0,101.0,0.0,2.0,41.0,35.0,20241102_京都_結果_2,2
6,牡2,45.4,56,3 差,26.0,0.0,100.0,80.0,0.0,2.0,0.0,35.0,20241102_京都_結果_2,2
4,牝2,63.0,52,4 追,16.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,20241102_京都_結果_2,2
3,牡2,192.3,56,3 差,14.0,0.0,0.0,58.0,0.0,3.0,0.0,20.0,20241102_京都_結果_2,2
2,牡2,208.6,56,3 差,12.0,0.0,60.0,55.0,0.0,1.0,0.0,20.0,20241102_京都_結果_2,2
11,牡2,4.8,55,2 先,18.0,0.0,96.0,87.0,100.0,1.0,290.0,25.0,20241102_京都_結果_2,2
10,牡2,164.5,56,2 先,7.0,0.0,20.0,56.0,0.0,1.0,0.0,15.0,20241102_京都_結果_2,2
5,牝2,205.2,55,2 先,11.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,20241102_京都_結果_2,2
3,牡2,3.9,56,2 先,30.0,40.0,100.0,104.0,50.0,2.0,200.0,35.0,20241102_京都_結果_3,3
5,牡2,6.5,53,2 先,17.0,55.0,54.0,103.0,33.0,3.0,156.0,20.0,20241102_京都_結果_3,3
2,牡2,24.0,56,1 逃,16.0,0.0,0.0,58.0,0.0,1.0,0.0,30.0,20241102_京都_結果_3,3
10,牡2,2.6,56,3 差,53.0,100.0,89.0,127.0,100.0,1.0,290.0,40.0,20241102_京都_結果_3,3
13,牝2,4.1,55,2 先,22.0,35.0,96.0,105.0,0.0,1.0,180.0,35.0,20241102_京都_結果_3,3
9,牡2,63.6,55,2 先,16.0,0.0,56.0,87.0,0.0,1.0,0.0,25.0,20241102_京都_結果_3,3
7,牡2,55.7,56,4 追,19.0,0.0,40.0,90.0,0.0,1.0,72.0,35.0,20241102_京都_結果_3,3
8,牡2,91.8,56,2 先,10.0,15.0,39.0,76.0,0.0,2.0,0.0,15.0,20241102_京都_結果_3,3
12,牝2,68.7,55,4 追,10.0,10.0,89.0,97.0,0.0,1.0,0.0,15.0,20241102_京都_結果_3,3
6,牝2,112.8,55,3 差,21.0,0.0,40.0,75.0,0.0,1.0,0.0,40.0,20241102_京都_結果_3,3
4,牡2,181.4,54,3 差,7.0,0.0,0.0,52.0,0.0,3.0,0.0,20.0,20241102_京都_結果_3,3
11,牡2,9.6,56,3 差,30.0,40.0,59.0,106.0,100.0,2.0,255.0,35.0,20241102_京都_結果_3,3
1,牝2,100.3,55,3 差,8.0,15.0,65.0,94.0,0.0,1.0,72.0,5.0,20241102_京都_結果_3,3
4,牡2,3.8,55,2 先,52.0,100.0,65.0,100.0,0.0,2.0,125.0,25.0,20241102_京都_結果_4,4
3,牡2,3.8,56,1 逃,39.0,45.0,9.0,94.0,0.0,2.0,70.0,35.0,20241102_京都_結果_4,4
8,牝2,3.2,55,3 差,30.0,0.0,69.0,46.0,50.0,2.0,145.0,35.0,20241102_京都_結果_4,4
1,牝2,4.9,55,4 追,40.0,30.0,100.0,93.0,0.0,1.0,110.0,40.0,20241102_京都_結果_4,4
7,牡2,64.5,56,2 先,16.0,0.0,0.0,59.0,0.0,4.0,58.0,20.0,20241102_京都_結果_4,4
2,牡2,5.9,56,3 差,30.0,70.0,80.0,100.0,0.0,1.0,110.0,40.0,20241102_京都_結果_4,4
6,牡2,29.6,53,4 追,16.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,20241102_京都_結果_4,4
5,牝2,205.7,55,4 追,11.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,20241102_京都_結果_4,4
9,牡2,23.9,56,3 差,29.0,,,,,,,,20241102_京都_結果_5,5
16,牡2,5.8,56,2 先,31.0,,,,,,,,20241102_京都_結果_5,5
3,牡2,3.9,56,2 先,58.0,,,,,,,,20241102_京都_結果_5,5
2,牝2,65.7,55,3 差,25.0,,,,,,,,20241102_京都_結果_5,5
10,牡2,3.4,56,1 逃,42.0,,,,,,,,20241102_京都_結果_5,5
11,牝2,9.4,55,2 先,39.0,,,,,,,,20241102_京都_結果_5,5
14,牡2,71.1,56,3 差,45.0,,,,,,,,20241102_京都_結果_5,5
4,牡2,100.7,56,3 差,23.0,,,,,,,,20241102_京都_結果_5,5
