馬番,馬齢,オッズ,斤量,脚質,総合値,SP 値,AG 値,SA 値,馬連率,戦数,賞金平均,KI 値,id,race
12,牡2,15.7,53,3 差,36.0,,,,,,,,20241102_京都_結果_5,5
6,牝2,6.5,55,3 差,26.0,,,,,,,,20241102_京都_結果_5,5
15,牡2,16.4,56,3 差,31.0,,,,,,,,20241102_京都_結果_5,5
5,牡2,36.2,56,3 差,37.0,,,,,,,,20241102_京都_結果_5,5
7,牝2,55.7,54,3 差,24.0,,,,,,,,20241102_京都_結果_5,5
1,牝2,126.9,55,4 追,29.0,,,,,,,,20241102_京都_結果_5,5
13,牝2,171.5,55,4 追,19.0,,,,,,,,20241102_京都_結果_5,5
8,牝2,79.4,55,4 追,52.0,,,,,,,,20241102_京都_結果_5,5
1,牝2,16.6,55,2 先,57.0,,,,,,,,20241102_京都_結果_6,6
14,牝2,7.5,55,3 差,50.0,,,,,,,,20241102_京都_結果_6,6
8,牝2,41.0,54,2 先,36.0,,,,,,,,20241102_京都_結果_6,6
12,牝2,9.6,55,3 差,55.0,,,,,,,,20241102_京都_結果_6,6
6,牝2,15.3,55,1 逃,51.0,,,,,,,,20241102_京都_結果_6,6
4,牝2,9.8,55,3 差,40.0,,,,,,,,20241102_京都_結果_6,6
11,牝2,19.7,55,2 先,34.0,,,,,,,,20241102_京都_結果_6,6
3,牝2,4.0,55,3 差,76.0,,,,,,,,20241102_京都_結果_6,6
9,牝2,6.8,55,2 先,42.0,,,,,,,,20241102_京都_結果_6,6
10,牝2,13.5,55,2 先,30.0,,,,,,,,20241102_京都_結果_6,6
7,牝2,5.1,55,3 差,68.0,,,,,,,,20241102_京都_結果_6,6
5,牝2,69.2,55,3 差,30.0,,,,,,,,20241102_京都_結果_6,6
13,牝2,35.9,53,4 追,34.0,,,,,,,,20241102_京都_結果_6,6
2,牝2,142.5,52,4 追,25.0,,,,,,,,20241102_京都_結果_6,6
4,牡3,5.7,56,2 先,32.0,0.0,45.0,94.0,50.0,4.0,250.0,40.0,20241102_京都_結果_7,7
2,牡3,2.3,56,2 先,70.0,100.0,95.0,106.0,36.0,11.0,144.0,35.0,20241102_京都_結果_7,7
3,牡3,4.0,55,1 逃,29.0,10.0,65.0,104.0,28.0,7.0,96.0,25.0,20241102_京都_結果_7,7
1,牡4,10.2,58,2 先,16.0,20.0,100.0,104.0,16.0,12.0,128.0,15.0,20241102_京都_結果_7,7
5,牡3,123.1,53,4 追,16.0,0.0,0.0,75.0,25.0,4.0,137.0,20.0,20241102_京都_結果_7,7
8,牡3,14.1,56,3 差,38.0,50.0,63.0,86.0,33.0,9.0,148.0,35.0,20241102_京都_結果_7,7
7,牡4,6.5,58,4 追,25.0,0.0,9.0,87.0,37.0,8.0,110.0,35.0,20241102_京都_結果_7,7
1,セ4,2.9,58,2 先,31.0,95.0,69.0,97.0,53.0,13.0,390.0,25.0,20241102_京都_結果_9,9
7,牝4,4.9,56,2 先,59.0,95.0,80.0,111.0,37.0,16.0,355.0,35.0,20241102_京都_結果_9,9
5,牡3,3.7,56,3 差,22.0,0.0,70.0,95.0,33.0,6.0,281.0,35.0,20241102_京都_結果_9,9
2,牡7,118.1,58,3 差,27.0,85.0,53.0,84.0,21.0,28.0,92.0,20.0,20241102_京都_結果_9,9
4,牡3,4.6,56,2 先,46.0,70.0,30.0,92.0,20.0,10.0,78.0,35.0,20241102_京都_結果_9,9
3,牡7,73.5,58,2 先,26.0,65.0,54.0,102.0,10.0,46.0,125.0,20.0,20241102_京都_結果_9,9
9,セ4,12.7,58,4 追,35.0,45.0,100.0,104.0,13.0,15.0,76.0,35.0,20241102_京都_結果_9,9
10,セ5,31.5,58,2 先,31.0,100.0,71.0,102.0,15.0,39.0,251.0,20.0,20241102_京都_結果_9,9
6,牝5,24.7,56,1 逃,21.0,30.0,66.0,99.0,20.0,15.0,184.0,25.0,20241102_京都_結果_9,9
8,牡4,20.7,58,2 先,41.0,50.0,46.0,103.0,35.0,14.0,184.0,40.0,20241102_京都_結果_9,9
4,牡3,2.6,56,2 先,29.0,70.0,98.0,121.0,50.0,8.0,648.0,35.0,20241102_京都_結果_10,10
2,牡4,53.1,56,2 先,9.0,25.0,78.0,104.0,25.0,12.0,404.0,20.0,20241102_京都_結果_10,10
3,牡5,14.2,55,3 差,19.0,70.0,76.0,118.0,25.0,16.0,376.0,20.0,20241102_京都_結果_10,10
12,牡4,69.6,54,1 逃,23.0,20.0,66.0,108.0,23.0,21.0,422.0,35.0,20241102_京都_結果_10,10
1,セ7,28.4,55,3 差,26.0,55.0,100.0,114.0,17.0,35.0,336.0,35.0,20241102_京都_結果_10,10
14,牡5,27.0,56,2 先,13.0,40.0,75.0,107.0,37.0,16.0,73.0,25.0,20241102_京都_結果_10,10
6,牡4,99.6,55,3 差,14.0,40.0,71.0,88.0,23.0,17.0,228.0,15.0,20241102_京都_結果_10,10
11,牡3,2.8,57,2 先,31.0,60.0,40.0,107.0,54.0,11.0,595.0,40.0,20241102_京都_結果_10,10
15,牡4,25.9,55,3 差,14.0,50.0,76.0,104.0,25.0,16.0,406.0,5.0,20241102_京都_結果_10,10
7,牝6,95.8,52,4 追,17.0,60.0,78.0,110.0,15.0,20.0,0.0,20.0,20241102_京都_結果_10,10
13,牝5,121.5,53,4 追,26.0,100.0,16.0,82.0,41.0,12.0,222.0,20.0,20241102_京都_結果_10,10
10,牡6,16.4,56,3 差,26.0,55.0,53.0,106.0,17.0,28.0,166.0,35.0,20241102_京都_結果_10,10
8,牝5,43.9,54,3 差,61.0,80.0,67.0,120.0,30.0,13.0,148.0,40.0,20241102_京都_結果_10,10
5,牡5,28.8,55,2 先,21.0,80.0,50.0,74.0,38.0,18.0,92.0,25.0,20241102_京都_結果_10,10
16,牝5,70.2,53,3 差,22.0,55.0,75.0,100.0,23.0,17.0,228.0,30.0,20241102_京都_結果_10,10
9,牝4,6.6,55,1 逃,26.0,75.0,71.0,107.0,31.0,16.0,261.0,35.0,20241102_京都_結果_10,10
12,牝2,9.5,55,2 先,19.0,0.0,99.0,106.0,50.0,2.0,496.0,35.0,20241102_京都_結果_11,11
4,牝2,19.5,55,1 逃,18.0,70.0,86.0,108.0,60.0,5.0,377.0,15.0,20241102_京都_結果_11,11
13,牝2,85.7,55,1 逃,26.0,55.0,0.0,77.0,33.0,3.0,183.0,35.0,20241102_京都_結果_11,11
9,牝2,4.4,55,3 差,16.0,50.0,83.0,112.0,60.0,5.0,491.0,25.0,20241102_京都_結果_11,11
15,牝2,3.5,55,3 差,31.0,60.0,82.0,119.0,100.0,2.0,1170.0,40.0,20241102_京都_結果_11,11
1,牝2,13.2,55,2 先,26.0,100.0,63.0,101.0,66.0,3.0,777.0,20.0,20241102_京都_結果_11,11
10,牝2,28.8,55,2 先,16.0,50.0,52.0,97.0,50.0,2.0,311.0,25.0,20241102_京都_結果_11,11
11,牝2,11.6,55,4 追,16.0,15.0,86.0,113.0,100.0,2.0,420.0,30.0,20241102_京都_結果_11,11
14,牝2,68.3,55,2 先,14.0,55.0,89.0,106.0,75.0,4.0,247.0,15.0,20241102_京都_結果_11,11
8,牝2,39.9,55,2 先,17.0,60.0,79.0,107.0,50.0,2.0,360.0,20.0,20241102_京都_結果_11,11
7,牝2,17.4,55,2 先,22.0,40.0,86.0,114.0,50.0,2.0,515.0,35.0,20241102_京都_結果_11,11
3,牝2,8.3,55,4 追,16.0,0.0,100.0,102.0,100.0,1.0,720.0,35.0,20241102_京都_結果_11,11
5,牝2,21.3,55,3 差,45.0,90.0,59.0,107.0,100.0,2.0,420.0,35.0,20241102_京都_結果_11,11
2,牝2,16.3,55,2 先,26.0,45.0,72.0,107.0,100.0,1.0,720.0,40.0,20241102_京都_結果_11,11
6,牝2,17.5,55,4 追,13.0,40.0,82.0,105.0,50.0,2.0,365.0,15.0,20241102_京都_結果_11,11
5,牡3,2.1,56,4 追,55.0,25.0,100.0,104.0,50.0,6.0,268.0,35.0,20241102_京都_結果_12,12
3,牡4,8.1,58,2 先,33.0,55.0,82.0,91.0,20.0,15.0,101.0,25.0,20241102_京都_結果_12,12
4,牡4,44.4,55,4 追,11.0,0.0,0.0,0.0,25.0,16.0,224.0,10.0,20241102_京都_結果_12,12
7,牝3,3.8,54,2 先,58.0,90.0,95.0,114.0,57.0,7.0,314.0,35.0,20241102_京都_結果_12,12
8,牝5,67.6,54,3 差,27.0,30.0,71.0,107.0,10.0,28.0,0.0,20.0,20241102_京都_結果_12,12
1,牡4,3.1,58,1 逃,54.0,100.0,74.0,116.0,36.0,11.0,524.0,40.0,20241102_京都_結果_12,12
6,牝5,21.8,53,2 先,20.0,30.0,23.0,98.0,18.0,33.0,22.0,15.0,20241102_京都_結果_12,12
2,牝5,87.0,53,2 先,25.0,15.0,99.0,107.0,31.0,22.0,24.0,20.0,20241102_京都_結果_12,12
10,牡2,1.9,56,1 逃,50.0,0.0,0.0,0.0,100.0,1.0,290.0,35.0,20241102_東京_結果_1,1
2,牡2,4.2,56,1 逃,7.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,20241102_東京_結果_1,1
3,牝2,70.9,55,2 先,14.0,25.0,0.0,82.0,0.0,2.0,0.0,10.0,20241102_東京_結果_1,1
14,牡2,6.6,56,2 先,44.0,90.0,82.0,112.0,16.0,6.0,72.0,50.0,20241102_東京_結果_1,1
6,牝2,35.7,55,4 追,19.0,25.0,0.0,72.0,0.0,2.0,0.0,25.0,20241102_東京_結果_1,1
13,牝2,276.8,55,4 追,8.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,20241102_東京_結果_1,1
9,牝2,17.1,55,3 差,23.0,0.0,0.0,0.0,25.0,4.0,107.0,20.0,20241102_東京_結果_1,1
4,牝2,57.8,55,3 差,8.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,20241102_東京_結果_1,1
8,牡2,281.4,53,4 追,7.0,0.0,60.0,50.0,0.0,1.0,0.0,0.0,20241102_東京_結果_1,1
5,牝2,326.0,55,3 差,8.0,0.0,16.0,50.0,0.0,1.0,0.0,5.0,20241102_東京_結果_1,1
7,牝2,14.4,54,3 差,14.0,20.0,56.0,76.0,0.0,3.0,74.0,15.0,20241102_東京_結果_1,1
12,牝2,7.4,55,3 差,43.0,60.0,100.0,92.0,0.0,2.0,41.0,60.0,20241102_東京_結果_1,1
1,牝2,114.9,53,3 差,11.0,0.0,0.0,0.0,0.0,2.0,0.0,10.0,20241102_東京_結果_1,1
11,牡2,121.5,56,2 先,16.0,0.0,0.0,0.0,0.0,3.0,0.0,15.0,20241102_東京_結果_1,1
8,牝2,3.6,55,2 先,27.0,5.0,90.0,97.0,0.0,2.0,125.0,35.0,20241102_東京_結果_2,2
3,牝2,1.7,55,2 先,50.0,60.0,85.0,108.0,100.0,1.0,290.0,50.0,20241102_東京_結果_2,2
1,牝2,10.2,55,3 差,44.0,20.0,20.0,95.0,100.0,1.0,290.0,40.0,20241102_東京_結果_2,2
6,牝2,12.2,55,2 先,7.0,0.0,49.0,90.0,0.0,1.0,180.0,15.0,20241102_東京_結果_2,2
7,牝2,139.1,55,4 追,14.0,0.0,72.0,90.0,0.0,1.0,0.0,15.0,20241102_東京_結果_2,2
9,牝2,133.2,55,3 差,19.0,0.0,12.0,74.0,0.0,1.0,0.0,20.0,20241102_東京_結果_2,2
2,牝2,28.0,55,1 逃,51.0,100.0,45.0,104.0,0.0,3.0,18.0,45.0,20241102_東京_結果_2,2
11,牝2,43.9,55,3 差,16.0,0.0,29.0,95.0,0.0,1.0,72.0,20.0,20241102_東京_結果_2,2
5,牝2,384.4,55,3 差,8.0,0.0,25.0,79.0,0.0,2.0,0.0,5.0,20241102_東京_結果_2,2
10,牝2,7.1,55,1 逃,16.0,0.0,100.0,94.0,0.0,1.0,180.0,25.0,20241102_東京_結果_2,2
8,牡2,4.3,56,1 逃,11.0,0.0,0.0,55.0,0.0,1.0,0.0,10.0,20241102_東京_結果_3,3
2,牡2,7.3,56,3 差,32.0,0.0,0.0,78.0,0.0,3.0,87.0,30.0,20241102_東京_結果_3,3
9,牝2,37.7,55,2 先,11.0,0.0,0.0,0.0,0.0,4.0,0.0,10.0,20241102_東京_結果_3,3
12,牡2,22.0,56,2 先,21.0,0.0,36.0,55.0,0.0,3.0,0.0,20.0,20241102_東京_結果_3,3
5,牝2,2.4,55,2 先,8.0,0.0,0.0,0.0,0.0,2.0,160.0,5.0,20241102_東京_結果_3,3
3,牡2,38.1,54,2 先,14.0,5.0,100.0,78.0,0.0,4.0,34.0,10.0,20241102_東京_結果_3,3
6,牡2,265.8,56,3 差,16.0,0.0,72.0,61.0,0.0,1.0,0.0,15.0,20241102_東京_結果_3,3
10,牡2,139.0,55,4 追,19.0,0.0,85.0,70.0,0.0,1.0,0.0,15.0,20241102_東京_結果_3,3
1,牝2,346.7,55,3 差,16.0,0.0,0.0,49.0,0.0,4.0,0.0,5.0,20241102_東京_結果_3,3
11,牡2,12.5,56,3 差,21.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,20241102_東京_結果_3,3
4,牝2,3.4,55,3 差,53.0,100.0,100.0,94.0,0.0,2.0,41.0,15.0,20241102_東京_結果_3,3
7,牡2,205.0,56,4 追,25.0,15.0,0.0,72.0,0.0,2.0,0.0,25.0,20241102_東京_結果_3,3
8,牝2,1.7,55,2 先,50.0,70.0,99.0,102.0,100.0,2.0,255.0,60.0,20241102_東京_結果_4,4
3,牝2,41.6,55,1 逃,25.0,0.0,100.0,79.0,0.0,1.0,0.0,30.0,20241102_東京_結果_4,4
1,牡2,2.3,56,2 先,18.0,35.0,100.0,107.0,100.0,1.0,290.0,50.0,20241102_東京_結果_4,4
6,牡2,8.1,56,4 追,33.0,100.0,99.0,61.0,0.0,2.0,27.0,15.0,20241102_東京_結果_4,4
5,牡2,23.3,56,1 逃,21.0,0.0,0.0,0.0,0.0,1.0,0.0,25.0,20241102_東京_結果_4,4
7,牝2,22.4,55,4 追,14.0,0.0,85.0,95.0,0.0,1.0,72.0,5.0,20241102_東京_結果_4,4
4,牝2,52.3,55,4 追,18.0,0.0,0.0,81.0,0.0,3.0,18.0,20.0,20241102_東京_結果_4,4
2,牡2,149.9,56,3 差,8.0,0.0,0.0,59.0,0.0,2.0,0.0,5.0,20241102_東京_結果_4,4
1,牡2,1.7,56,3 差,57.0,,,,,,,,20241102_東京_結果_5,5
6,牡2,5.1,56,2 先,40.0,,,,,,,,20241102_東京_結果_5,5
3,牡2,26.4,56,3 差,30.0,,,,,,,,20241102_東京_結果_5,5
8,牡2,4.8,56,2 先,57.0,,,,,,,,20241102_東京_結果_5,5
2,牡2,45.3,56,4 追,29.0,,,,,,,,20241102_東京_結果_5,5
7,牡2,19.6,55,3 差,48.0,,,,,,,,20241102_東京_結果_5,5
9,牡2,8.7,56,4 追,55.0,,,,,,,,20241102_東京_結果_5,5
4,牝2,22.4,55,4 追,39.0,,,,,,,,20241102_東京_結果_5,5
5,牡2,80.6,56,2 先,20.0,,,,,,,,20241102_東京_結果_5,5
10,牡2,92.5,56,1 逃,30.0,,,,,,,,20241102_東京_結果_5,5
10,牡2,6.1,56,1 逃,45.0,,,,,,,,20241102_東京_結果_6,6
9,牝2,3.5,55,1 逃,50.0,,,,,,,,20241102_東京_結果_6,6
11,牡2,7.8,56,2 先,35.0,,,,,,,,20241102_東京_結果_6,6
14,牡2,8.5,56,3 差,33.0,,,,,,,,20241102_東京_結果_6,6
15,牡2,3.2,56,2 先,57.0,,,,,,,,20241102_東京_結果_6,6
4,牡2,134.5,53,3 差,22.0,,,,,,,,20241102_東京_結果_6,6
5,牡2,11.3,56,3 差,45.0,,,,,,,,20241102_東京_結果_6,6
16,牡2,41.6,56,3 差,25.0,,,,,,,,20241102_東京_結果_6,6
13,セ2,122.9,56,3 差,21.0,,,,,,,,20241102_東京_結果_6,6
2,牡2,28.2,56,3 差,32.0,,,,,,,,20241102_東京_結果_6,6
8,牝2,56.2,55,2 先,24.0,,,,,,,,20241102_東京_結果_6,6
7,牡2,182.6,56,3 差,21.0,,,,,,,,20241102_東京_結果_6,6
12,牡2,89.0,55,3 差,32.0,,,,,,,,20241102_東京_結果_6,6
3,牡2,72.4,56,4 追,31.0,,,,,,,,20241102_東京_結果_6,6
1,牡2,27.4,56,2 先,32.0,,,,,,,,20241102_東京_結果_6,6
6,牡2,202.4,56,4 追,11.0,,,,,,,,20241102_東京_結果_6,6
2,牡3,3.0,57,2 先,51.0,95.0,22.0,113.0,66.0,3.0,256.0,30.0,20241102_東京_結果_7,7
1,セ3,5.2,57,1 逃,45.0,100.0,75.0,110.0,37.0,8.0,239.0,35.0,20241102_東京_結果_7,7
3,牡3,5.6,57,3 差,38.0,85.0,95.0,110.0,22.0,9.0,96.0,40.0,20241102_東京_結果_7,7
8,セ6,15.8,58,4 追,35.0,60.0,100.0,104.0,25.0,24.0,80.0,50.0,20241102_東京_結果_7,7
6,牡3,3.7,57,2 先,40.0,70.0,85.0,112.0,33.0,6.0,198.0,60.0,20241102_東京_結果_7,7
13,セ5,216.5,55,3 差,7.0,0.0,0.0,0.0,26.0,30.0,0.0,0.0,20241102_東京_結果_7,7
14,牡4,140.2,58,3 差,10.0,20.0,35.0,92.0,11.0,9.0,0.0,15.0,20241102_東京_結果_7,7
12,牡3,6.9,57,3 差,17.0,50.0,26.0,82.0,40.0,5.0,202.0,15.0,20241102_東京_結果_7,7
5,牝3,216.0,54,4 追,10.0,15.0,23.0,90.0,0.0,10.0,24.0,15.0,20241102_東京_結果_7,7
4,牡3,59.0,57,3 差,8.0,45.0,76.0,99.0,16.0,6.0,110.0,5.0,20241102_東京_結果_7,7
11,牡3,261.5,57,2 先,11.0,0.0,0.0,76.0,8.0,12.0,47.0,10.0,20241102_東京_結果_7,7
9,牡3,25.2,57,2 先,12.0,0.0,0.0,83.0,66.0,6.0,112.0,25.0,20241102_東京_結果_7,7
1,牡7,3.9,61,1 逃,53.0,100.0,0.0,,23.0,39.0,926.0,20.0,20241102_東京_結果_8,8
2,セ5,7.2,60,3 差,37.0,5.0,0.0,,50.0,20.0,403.0,55.0,20241102_東京_結果_8,8
4,牡4,11.8,59,2 先,32.0,0.0,51.0,,28.0,14.0,222.0,50.0,20241102_東京_結果_8,8
5,セ6,1.7,60,2 先,50.0,15.0,100.0,,25.0,20.0,683.0,30.0,20241102_東京_結果_8,8
6,牡5,83.9,59,4 追,7.0,0.0,0.0,,20.0,29.0,40.0,15.0,20241102_東京_結果_8,8
3,牡5,12.8,60,4 追,18.0,30.0,99.0,,22.0,22.0,495.0,65.0,20241102_東京_結果_8,8
8,牡7,9.2,60,3 差,21.0,25.0,6.0,,32.0,34.0,493.0,45.0,20241102_東京_結果_8,8
7,牡7,60.1,59,2 先,19.0,0.0,0.0,,9.0,33.0,138.0,20.0,20241102_東京_結果_8,8
1,牡3,13.3,56,2 先,26.0,100.0,78.0,116.0,25.0,12.0,256.0,15.0,20241102_東京_結果_9,9
10,牝3,4.0,54,2 先,36.0,75.0,91.0,119.0,100.0,7.0,412.0,50.0,20241102_東京_結果_9,9
3,牡3,7.1,56,1 逃,16.0,65.0,42.0,109.0,37.0,8.0,258.0,15.0,20241102_東京_結果_9,9
16,セ4,74.7,58,2 先,14.0,5.0,63.0,93.0,20.0,10.0,191.0,25.0,20241102_東京_結果_9,9
9,牝4,36.3,56,2 先,26.0,30.0,53.0,100.0,20.0,10.0,264.0,45.0,20241102_東京_結果_9,9
4,牡3,12.9,56,3 差,14.0,80.0,75.0,109.0,36.0,11.0,422.0,5.0,20241102_東京_結果_9,9
6,牡5,15.3,58,3 差,23.0,90.0,83.0,116.0,33.0,18.0,371.0,15.0,20241102_東京_結果_9,9
14,牡4,7.1,58,3 差,43.0,80.0,63.0,114.0,41.0,12.0,428.0,60.0,20241102_東京_結果_9,9
7,牡4,11.7,58,3 差,24.0,90.0,60.0,116.0,53.0,13.0,282.0,20.0,20241102_東京_結果_9,9
15,セ5,25.8,58,3 差,16.0,70.0,100.0,109.0,21.0,23.0,218.0,15.0,20241102_東京_結果_9,9
12,牡3,3.4,56,3 差,33.0,75.0,59.0,119.0,42.0,7.0,366.0,40.0,20241102_東京_結果_9,9
8,牡5,91.2,58,4 追,27.0,100.0,87.0,109.0,28.0,21.0,160.0,20.0,20241102_東京_結果_9,9
2,牡5,330.3,58,4 追,15.0,60.0,27.0,96.0,25.0,28.0,0.0,10.0,20241102_東京_結果_9,9
13,牡4,37.7,58,2 先,20.0,65.0,67.0,117.0,21.0,19.0,160.0,20.0,20241102_東京_結果_9,9
5,牝4,73.2,56,4 追,16.0,25.0,27.0,106.0,40.0,5.0,297.0,25.0,20241102_東京_結果_9,9
11,牡5,249.4,58,2 先,16.0,20.0,18.0,89.0,23.0,13.0,34.0,20.0,20241102_東京_結果_9,9
1,牡4,3.4,57,2 先,31.0,70.0,100.0,62.0,38.0,13.0,298.0,30.0,20241102_東京_結果_10,10
7,牡3,2.6,55,3 差,50.0,25.0,66.0,115.0,71.0,7.0,622.0,60.0,20241102_東京_結果_10,10
3,牡4,8.3,55,2 先,18.0,40.0,94.0,117.0,13.0,22.0,383.0,20.0,20241102_東京_結果_10,10
6,牡5,16.8,55,4 追,37.0,55.0,73.0,114.0,52.0,21.0,406.0,50.0,20241102_東京_結果_10,10
4,牡5,102.2,54,4 追,14.0,40.0,63.0,111.0,22.0,18.0,262.0,15.0,20241102_東京_結果_10,10
2,牝5,7.2,53,2 先,23.0,70.0,59.0,120.0,31.0,16.0,407.0,20.0,20241102_東京_結果_10,10
10,牝4,76.0,51,4 追,11.0,25.0,80.0,115.0,11.0,18.0,56.0,10.0,20241102_東京_結果_10,10
9,牡4,15.5,56,2 先,25.0,20.0,50.0,102.0,40.0,10.0,92.0,35.0,20241102_東京_結果_10,10
8,牡6,32.7,56,1 逃,29.0,60.0,22.0,114.0,39.0,28.0,73.0,35.0,20241102_東京_結果_10,10
5,セ6,7.1,56,3 差,56.0,100.0,74.0,129.0,50.0,18.0,205.0,45.0,20241102_東京_結果_10,10
7,牡2,21.0,56,3 差,21.0,0.0,88.0,104.0,100.0,1.0,720.0,50.0,20241102_東京_結果_11,11
11,牡2,7.8,56,2 先,56.0,100.0,45.0,119.0,50.0,4.0,418.0,60.0,20241102_東京_結果_11,11
4,牡2,7.6,56,3 差,11.0,5.0,78.0,111.0,50.0,2.0,595.0,25.0,20241102_東京_結果_11,11
6,牡2,2.6,56,3 差,19.0,0.0,58.0,114.0,100.0,2.0,420.0,45.0,20241102_東京_結果_11,11
10,牡2,15.5,56,2 先,14.0,55.0,95.0,117.0,100.0,2.0,751.0,10.0,20241102_東京_結果_11,11
12,牡2,16.9,56,2 先,46.0,100.0,62.0,119.0,33.0,3.0,406.0,40.0,20241102_東京_結果_11,11
9,牡2,40.7,56,3 差,5.0,0.0,65.0,104.0,100.0,1.0,720.0,20.0,20241102_東京_結果_11,11
3,牡2,4.3,56,2 先,17.0,60.0,100.0,120.0,100.0,2.0,1933.0,20.0,20241102_東京_結果_11,11
