券種,買い目,odds,id
3連複,4-7-9,2140,20231111_福島_結果_8
3連複,5-7-9,2000,20231111_福島_結果_9
3連複,6-9-14,18810,20231111_福島_結果_10
3連複,1-3-8,13410,20231111_福島_結果_11
3連複,7-10-13,7480,20231111_福島_結果_12
3連複,1-3-7,1480,20231112_京都_結果_1
3連複,8-10-13,1510,20231112_京都_結果_2
3連複,2-11-13,37910,20231112_京都_結果_3
3連複,3-7-9,40910,20231112_京都_結果_4
3連複,2-6-7,1320,20231112_京都_結果_5
3連複,2-3-5,970,20231112_京都_結果_6
3連複,6-9-10,980,20231112_京都_結果_7
3連複,7-10-12,4100,20231112_京都_結果_8
3連複,2-4-5,1170,20231112_京都_結果_9
3連複,4-6-14,34680,20231112_京都_結果_10
3連複,1-2-3,2910,20231112_京都_結果_11
3連複,5-8-11,1860,20231112_京都_結果_12
3連複,5-8-11,440,20231112_東京_結果_1
3連複,6-8-12,1340,20231112_東京_結果_2
3連複,7-11-12,1780,20231112_東京_結果_3
3連複,2-9-10,72310,20231112_東京_結果_4
3連複,1-5-6,1130,20231112_東京_結果_5
3連複,5-8-12,4640,20231112_東京_結果_6
3連複,1-3-13,2710,20231112_東京_結果_7
3連複,1-2-4,2450,20231112_東京_結果_8
3連複,1-5-13,90630,20231112_東京_結果_9
3連複,5-7-14,1150,20231112_東京_結果_10
3連複,9-10-18,34270,20231112_東京_結果_11
3連複,1-8-10,2350,20231112_東京_結果_12
3連複,2-8-15,11630,20231112_福島_結果_1
3連複,4-12-14,8890,20231112_福島_結果_2
3連複,1-3-9,3960,20231112_福島_結果_3
3連複,5-7-8,13960,20231112_福島_結果_4
3連複,1-6-8,22140,20231112_福島_結果_5
3連複,2-3-6,31270,20231112_福島_結果_6
3連複,2-3-5,20930,20231112_福島_結果_7
3連複,2-5-7,16610,20231112_福島_結果_8
3連複,5-11-14,4790,20231112_福島_結果_9
3連複,7-12-14,5290,20231112_福島_結果_10
3連複,2-6-7,15600,20231112_福島_結果_11
3連複,4-12-16,19610,20231112_福島_結果_12
3連複,6-10-11,3630,20231118_京都_結果_1
3連複,7-9-10,340,20231118_京都_結果_2
3連複,6-7-9,8290,20231118_京都_結果_3
3連複,1-5-10,9550,20231118_京都_結果_4
3連複,4-6-10,9820,20231118_京都_結果_5
3連複,1-4-6,1000,20231118_京都_結果_6
3連複,4-5-6,960,20231118_京都_結果_7
3連複,2-3-7,2310,20231118_京都_結果_8
3連複,9-10-15,62400,20231118_京都_結果_9
3連複,2-6-12,6760,20231118_京都_結果_10
3連複,1-2-16,980,20231118_京都_結果_11
3連複,9-12-15,2220,20231118_京都_結果_12
3連複,9-11-12,2000,20231118_東京_結果_1
3連複,5-11-15,1830,20231118_東京_結果_2
3連複,2-14-16,61990,20231118_東京_結果_3
3連複,5-10-11,630,20231118_東京_結果_4
3連複,6-9-11,3660,20231118_東京_結果_5
3連複,3-5-6,270,20231118_東京_結果_6
3連複,3-7-8,2840,20231118_東京_結果_7
3連複,4-14-16,6040,20231118_東京_結果_8
3連複,4-10-11,1440,20231118_東京_結果_9
3連複,6-12-13,1660,20231118_東京_結果_10
3連複,1-3-7,12760,20231118_東京_結果_11
3連複,6-11-15,820,20231118_東京_結果_12
3連複,3-7-10,4690,20231118_福島_結果_1
3連複,3-7-11,11540,20231118_福島_結果_2
3連複,5-12-15,5170,20231118_福島_結果_3
3連複,7-8-9,4080,20231118_福島_結果_4
3連複,7-9-10,13960,20231118_福島_結果_5
3連複,1-10-11,1400,20231118_福島_結果_6
3連複,12-13-14,10790,20231118_福島_結果_7
3連複,2-4-8,1980,20231118_福島_結果_8
3連複,3-5-6,54840,20231118_福島_結果_9
3連複,2-4-15,5280,20231118_福島_結果_10
3連複,4-8-10,84810,20231118_福島_結果_11
3連複,1-14-16,15190,20231118_福島_結果_12
3連複,1-7-10,3650,20231119_京都_結果_1
3連複,2-4-11,18290,20231119_京都_結果_2
3連複,4-7-10,17790,20231119_京都_結果_3
3連複,1-8-12,3450,20231119_京都_結果_4
3連複,2-5-6,1060,20231119_京都_結果_5
3連複,8-12-14,1670,20231119_京都_結果_6
3連複,10-11-15,1280,20231119_京都_結果_7
3連複,9-12-15,161720,20231119_京都_結果_8
3連複,1-3-5,7540,20231119_京都_結果_9
3連複,4-8-11,4730,20231119_京都_結果_10
3連複,1-5-16,30930,20231119_京都_結果_11
3連複,5-7-11,2850,20231119_京都_結果_12
3連複,12-14-16,820,20231119_東京_結果_1
3連複,3-6-12,410,20231119_東京_結果_2
3連複,4-9-13,11430,20231119_東京_結果_3
3連複,11-15-16,3670,20231119_東京_結果_4
3連複,6-9-16,10470,20231119_東京_結果_5
3連複,9-11-13,1550,20231119_東京_結果_6
3連複,7-10-14,5950,20231119_東京_結果_7
3連複,9-10-14,4030,20231119_東京_結果_8
3連複,6-8-9,2080,20231119_東京_結果_9
3連複,3-5-7,8880,20231119_東京_結果_10
3連複,1-6-11,208770,20231119_東京_結果_11
3連複,10-12-16,3870,20231119_東京_結果_12
3連複,9-10-15,1800,20231119_福島_結果_1
3連複,9-11-12,4940,20231119_福島_結果_2
3連複,10-13-15,2210,20231119_福島_結果_3
3連複,6-7-12,24180,20231119_福島_結果_4
3連複,5-7-12,3230,20231119_福島_結果_5
3連複,1-8-16,3490,20231119_福島_結果_6
3連複,6-8-16,9190,20231119_福島_結果_7
3連複,3-5-6,2000,20231119_福島_結果_8
3連複,3-6-9,9890,20231119_福島_結果_9
3連複,2-3-5,14500,20231119_福島_結果_10
3連複,1-4-11,4180,20231119_福島_結果_11
3連複,2-4-13,4090,20231119_福島_結果_12
3連複,8-11-15,3900,20231125_京都_結果_1
3連複,3-7-12,1220,20231125_京都_結果_2
3連複,2-7-8,350,20231125_京都_結果_3
3連複,5-6-9,860,20231125_京都_結果_4
3連複,5-6-8,3240,20231125_京都_結果_5
3連複,7-9-10,50000,20231125_京都_結果_6
3連複,4-6-9,27720,20231125_京都_結果_7
3連複,2-14-16,12580,20231125_京都_結果_8
3連複,1-4-11,1180,20231125_京都_結果_9
3連複,3-8-16,2010,20231125_京都_結果_10
3連複,5-10-13,11650,20231125_京都_結果_11
3連複,6-11-13,51780,20231125_京都_結果_12
3連複,13-14-15,61750,20231125_東京_結果_1
3連複,6-7-14,17320,20231125_東京_結果_2
3連複,3-6-11,630,20231125_東京_結果_3
3連複,1-7-9,32710,20231125_東京_結果_4
3連複,5-8-12,2550,20231125_東京_結果_5
3連複,2-9-13,3000,20231125_東京_結果_6
3連複,5-8-11,11070,20231125_東京_結果_7
3連複,8-14-16,2520,20231125_東京_結果_8
3連複,6-9-12,122040,20231125_東京_結果_9
3連複,3-8-14,2080,20231125_東京_結果_10
3連複,3-8-10,710,20231125_東京_結果_11
3連複,1-2-9,2110,20231125_東京_結果_12
3連複,4-7-12,3230,20231126_京都_結果_1
3連複,6-13-17,3390,20231126_京都_結果_2
3連複,4-10-12,3150,20231126_京都_結果_3
3連複,7-8-9,2790,20231126_京都_結果_4
3連複,3-10-11,5400,20231126_京都_結果_5
3連複,2-5-8,3750,20231126_京都_結果_6
3連複,9-11-15,42140,20231126_京都_結果_7
3連複,1-8-10,6680,20231126_京都_結果_8
3連複,1-6-8,6030,20231126_京都_結果_9
3連複,1-5-8,4570,20231126_京都_結果_10
3連複,1-4-16,8360,20231126_京都_結果_11
3連複,6-10-17,5210,20231126_京都_結果_12
3連複,2-5-13,1190,20231126_東京_結果_1
3連複,2-7-14,800,20231126_東京_結果_2
3連複,4-14-15,25530,20231126_東京_結果_3
3連複,1-6-7,62640,20231126_東京_結果_4
3連複,2-4-7,920,20231126_東京_結果_5
3連複,8-9-13,12150,20231126_東京_結果_6
3連複,10-11-14,5530,20231126_東京_結果_7
3連複,4-7-8,350,20231126_東京_結果_8
3連複,5-8-9,560,20231126_東京_結果_9
3連複,6-10-15,19840,20231126_東京_結果_10
3連複,5-7-12,5400,20231126_東京_結果_11
3連複,1-2-17,600,20231126_東京_結果_12
3連複,1-9-14,2350,20231202_中京_結果_1
3連複,2-3-8,10430,20231202_中京_結果_2
3連複,4-7-10,34200,20231202_中京_結果_3
3連複,6-9-11,550,20231202_中京_結果_4
3連複,2-4-5,72240,20231202_中京_結果_5
3連複,7-10-14,5000,20231202_中京_結果_6
3連複,6-9-14,53630,20231202_中京_結果_7
3連複,10-13-15,1930,20231202_中京_結果_8
3連複,1-8-12,34290,20231202_中京_結果_9
3連複,1-3-5,2960,20231202_中京_結果_10
3連複,3-6-12,1590,20231202_中京_結果_11
3連複,6-10-14,52680,20231202_中京_結果_12
3連複,10-12-15,4030,20231202_中山_結果_1
3連複,9-13-14,4850,20231202_中山_結果_2
3連複,1-5-16,1820,20231202_中山_結果_3
3連複,2-8-14,1920,20231202_中山_結果_4
3連複,5-8-16,4270,20231202_中山_結果_5
3連複,11-13-15,19720,20231202_中山_結果_6
3連複,4-11-12,1013720,20231202_中山_結果_7
3連複,1-5-9,3740,20231202_中山_結果_8
3連複,1-7-9,4130,20231202_中山_結果_9
3連複,2-11-16,1100,20231202_中山_結果_10
3連複,5-7-11,7580,20231202_中山_結果_11
3連複,4-13-14,27490,20231202_中山_結果_12
3連複,3-8-9,16180,20231202_阪神_結果_1
3連複,1-5-6,390,20231202_阪神_結果_2
3連複,2-4-8,59940,20231202_阪神_結果_3
3連複,1-7-8,540,20231202_阪神_結果_4
3連複,4-5-12,22420,20231202_阪神_結果_5
3連複,4-8-9,820,20231202_阪神_結果_6
3連複,10-12-13,3460,20231202_阪神_結果_7
3連複,4-6-9,1380,20231202_阪神_結果_8
3連複,1-8-10,3710,20231202_阪神_結果_9
3連複,7-8-13,12960,20231202_阪神_結果_10
3連複,2-4-5,10520,20231202_阪神_結果_11
3連複,3-4-8,890,20231202_阪神_結果_12
3連複,1-3-4,1860,20231203_中京_結果_1
3連複,3-5-10,6330,20231203_中京_結果_2
3連複,3-5-10,1440,20231203_中京_結果_3
3連複,2-4-5,3630,20231203_中京_結果_4
3連複,4-6-7,6400,20231203_中京_結果_5
3連複,2-3-12,19410,20231203_中京_結果_6
3連複,4-6-7,6670,20231203_中京_結果_7
3連複,2-5-6,330,20231203_中京_結果_8
3連複,4-13-15,58420,20231203_中京_結果_9
3連複,9-10-16,1440,20231203_中京_結果_10
3連複,9-12-16,3060,20231203_中京_結果_10
3連複,5-7-15,469320,20231203_中京_結果_11
3連複,6-7-10,8460,20231203_中京_結果_12
3連複,1-10-15,2330,20231203_中山_結果_1
3連複,8-10-13,2540,20231203_中山_結果_2
3連複,2-12-15,5310,20231203_中山_結果_3
3連複,4-6-12,9340,20231203_中山_結果_4
3連複,2-8-12,5620,20231203_中山_結果_5
3連複,5-9-13,19220,20231203_中山_結果_6
3連複,8-9-10,4270,20231203_中山_結果_7
3連複,2-8-11,2360,20231203_中山_結果_8
3連複,1-5-15,267200,20231203_中山_結果_9
3連複,2-4-16,25100,20231203_中山_結果_10
3連複,2-5-8,7380,20231203_中山_結果_11
3連複,5-8-11,4000,20231203_中山_結果_12
3連複,5-11-13,4530,20231203_阪神_結果_1
3連複,1-4-6,1950,20231203_阪神_結果_2
3連複,6-9-14,5620,20231203_阪神_結果_3
3連複,4-10-11,550,20231203_阪神_結果_4
3連複,1-6-9,4560,20231203_阪神_結果_5
3連複,3-6-7,4650,20231203_阪神_結果_6
3連複,4-7-8,59960,20231203_阪神_結果_7
3連複,7-14-15,3180,20231203_阪神_結果_8
3連複,3-13-15,17440,20231203_阪神_結果_9
3連複,2-14-16,22610,20231203_阪神_結果_10
3連複,4-9-12,2560,20231203_阪神_結果_11
3連複,2-3-5,4570,20231203_阪神_結果_12
3連複,4-7-8,7740,20231209_中京_結果_1
3連複,2-6-9,1210,20231209_中京_結果_2
3連複,3-5-8,830,20231209_中京_結果_3
3連複,4-11-15,1960,20231209_中京_結果_4
3連複,4-10-12,4830,20231209_中京_結果_5
3連複,2-8-12,14420,20231209_中京_結果_6
3連複,5-6-11,13290,20231209_中京_結果_7
3連複,1-6-17,6850,20231209_中京_結果_8
3連複,1-6-9,5350,20231209_中京_結果_9
3連複,1-8-12,26280,20231209_中京_結果_10
3連複,7-11-15,19800,20231209_中京_結果_11
3連複,3-4-8,4810,20231209_中京_結果_12
3連複,5-8-9,2770,20231209_中山_結果_1
3連複,3-10-12,1200,20231209_中山_結果_2
3連複,3-9-15,3480,20231209_中山_結果_3
3連複,2-8-9,1220,20231209_中山_結果_4
3連複,4-6-16,45330,20231209_中山_結果_5
3連複,8-13-16,19100,20231209_中山_結果_6
3連複,3-7-11,3800,20231209_中山_結果_7
3連複,2-7-16,21210,20231209_中山_結果_8
3連複,2-4-9,480,20231209_中山_結果_9
3連複,4-8-11,1130,20231209_中山_結果_10
3連複,5-9-11,5990,20231209_中山_結果_11
3連複,2-8-16,11930,20231209_中山_結果_12
3連複,3-4-6,480,20231209_阪神_結果_1
3連複,3-6-7,600,20231209_阪神_結果_2
3連複,5-7-11,950,20231209_阪神_結果_3
3連複,3-9-11,12150,20231209_阪神_結果_4
3連複,1-3-10,7930,20231209_阪神_結果_5
3連複,2-3-9,3430,20231209_阪神_結果_6
3連複,1-2-10,2110,20231209_阪神_結果_7
3連複,1-2-11,2090,20231209_阪神_結果_8
3連複,3-5-8,8380,20231209_阪神_結果_9
3連複,8-10-12,24020,20231209_阪神_結果_10
3連複,3-7-9,1030,20231209_阪神_結果_11
3連複,1-4-6,2290,20231209_阪神_結果_12
3連複,5-8-9,6190,20231210_中京_結果_1
3連複,3-7-9,3040,20231210_中京_結果_2
3連複,3-7-9,1570,20231210_中京_結果_3
3連複,7-11-15,75350,20231210_中京_結果_4
3連複,1-3-7,23530,20231210_中京_結果_5
3連複,1-10-12,4360,20231210_中京_結果_6
3連複,3-4-7,7800,20231210_中京_結果_7
3連複,4-15-16,105860,20231210_中京_結果_8
3連複,1-3-9,23210,20231210_中京_結果_9
3連複,7-9-12,11780,20231210_中京_結果_10
3連複,4-5-7,1960,20231210_中京_結果_11
3連複,2-8-13,5850,20231210_中京_結果_12
3連複,8-11-15,6980,20231210_中山_結果_1
3連複,5-10-11,2310,20231210_中山_結果_2
3連複,1-4-11,4280,20231210_中山_結果_3
3連複,3-5-7,30380,20231210_中山_結果_4
3連複,3-13-16,6550,20231210_中山_結果_5
3連複,8-10-12,990,20231210_中山_結果_6
3連複,1-14-15,34510,20231210_中山_結果_7
3連複,9-10-11,960,20231210_中山_結果_8
3連複,3-7-10,5160,20231210_中山_結果_9
3連複,1-6-11,28970,20231210_中山_結果_10
3連複,2-3-13,36830,20231210_中山_結果_11
3連複,4-5-9,10170,20231210_中山_結果_12
3連複,5-8-13,5980,20231210_阪神_結果_1
3連複,5-8-10,5770,20231210_阪神_結果_2
3連複,1-3-8,710,20231210_阪神_結果_3
3連複,8-10-16,353770,20231210_阪神_結果_4
3連複,1-2-3,750,20231210_阪神_結果_5
3連複,3-4-7,1300,20231210_阪神_結果_6
3連複,3-6-8,2160,20231210_阪神_結果_7
3連複,3-5-7,5910,20231210_阪神_結果_8
3連複,1-7-9,43620,20231210_阪神_結果_9
3連複,9-11-12,12080,20231210_阪神_結果_10
3連複,6-7-10,3680,20231210_阪神_結果_11
3連複,8-9-11,1050,20231210_阪神_結果_12
3連複,6-10-14,4020,20231216_中京_結果_1
3連複,6-10-14,4040,20231216_中京_結果_2
3連複,1-8-12,10160,20231216_中京_結果_3
3連複,1-4-7,680,20231216_中京_結果_4
3連複,3-7-12,202180,20231216_中京_結果_5
3連複,2-9-10,5290,20231216_中京_結果_6
3連複,2-11-14,3390,20231216_中京_結果_7
3連複,1-6-13,3480,20231216_中京_結果_8
3連複,2-11-16,10630,20231216_中京_結果_9
3連複,2-5-9,600,20231216_中京_結果_10
3連複,2-9-13,4770,20231216_中京_結果_11
3連複,5-6-7,45170,20231216_中京_結果_12
3連複,3-6-12,1400,20231216_中山_結果_1
3連複,4-10-15,8470,20231216_中山_結果_2
3連複,3-10-14,1360,20231216_中山_結果_3
3連複,2-8-10,550,20231216_中山_結果_4
3連複,7-8-16,11290,20231216_中山_結果_5
3連複,11-13-15,3230,20231216_中山_結果_6
3連複,6-11-12,7470,20231216_中山_結果_7
3連複,1-5-15,2350,20231216_中山_結果_8
3連複,4-7-13,9840,20231216_中山_結果_9
3連複,7-10-13,68610,20231216_中山_結果_10
3連複,2-5-6,15330,20231216_中山_結果_11
3連複,2-10-12,13700,20231216_中山_結果_12
3連複,1-12-15,3600,20231216_阪神_結果_1
3連複,7-10-11,3130,20231216_阪神_結果_2
3連複,8-10-16,4460,20231216_阪神_結果_3
3連複,7-9-10,14260,20231216_阪神_結果_4
3連複,2-3-9,3110,20231216_阪神_結果_5
3連複,2-3-8,8890,20231216_阪神_結果_6
3連複,3-7-8,440,20231216_阪神_結果_7
3連複,1-13-14,1910,20231216_阪神_結果_8
3連複,9-10-12,5860,20231216_阪神_結果_9
3連複,8-9-13,3150,20231216_阪神_結果_10
3連複,1-2-5,16310,20231216_阪神_結果_11
3連複,1-7-9,3290,20231216_阪神_結果_12
3連複,1-3-8,1670,20231217_中京_結果_1
3連複,8-12-13,10510,20231217_中京_結果_2
3連複,3-7-13,8410,20231217_中京_結果_3
3連複,2-11-12,3690,20231217_中京_結果_4
3連複,5-7-9,4290,20231217_中京_結果_5
3連複,7-12-13,21960,20231217_中京_結果_6
3連複,1-8-11,2290,20231217_中京_結果_7
3連複,8-9-13,8360,20231217_中京_結果_8
3連複,5-8-10,5190,20231217_中京_結果_9
3連複,4-8-13,41630,20231217_中京_結果_10
3連複,4-7-14,22490,20231217_中京_結果_11
3連複,3-4-5,340,20231217_中京_結果_12
3連複,12-14-16,34860,20231217_中山_結果_1
3連複,6-11-15,875940,20231217_中山_結果_2
3連複,1-2-16,1290,20231217_中山_結果_3
3連複,4-10-11,2300,20231217_中山_結果_4
3連複,9-12-16,2200,20231217_中山_結果_5
3連複,7-9-10,61380,20231217_中山_結果_6
3連複,5-8-17,12290,20231217_中山_結果_7
3連複,3-12-14,1570,20231217_中山_結果_8
3連複,5-6-8,530,20231217_中山_結果_9
3連複,1-2-8,690,20231217_中山_結果_10
3連複,7-8-13,6620,20231217_中山_結果_11
3連複,3-9-13,7710,20231217_中山_結果_12
3連複,3-4-7,4550,20231217_阪神_結果_1
3連複,4-7-13,64030,20231217_阪神_結果_2
3連複,3-7-10,1080,20231217_阪神_結果_3
3連複,3-5-6,8090,20231217_阪神_結果_4
3連複,5-8-10,6450,20231217_阪神_結果_5
3連複,2-5-7,3590,20231217_阪神_結果_6
3連複,3-4-8,3940,20231217_阪神_結果_7
3連複,7-12-14,3900,20231217_阪神_結果_8
3連複,8-9-11,1010,20231217_阪神_結果_9
3連複,12-14-16,9690,20231217_阪神_結果_10
3連複,1-3-5,3540,20231217_阪神_結果_11
3連複,9-11-15,1510,20231217_阪神_結果_12
3連複,3-4-5,14530,20231223_中山_結果_1
3連複,1-4-15,1540,20231223_中山_結果_2
3連複,1-9-15,860,20231223_中山_結果_3
3連複,2-5-9,640,20231223_中山_結果_4
3連複,1-2-12,12830,20231223_中山_結果_5
3連複,1-8-12,174130,20231223_中山_結果_6
3連複,6-13-14,3300,20231223_中山_結果_7
3連複,1-5-10,28870,20231223_中山_結果_8
3連複,4-6-7,40480,20231223_中山_結果_9
3連複,1-3-9,2160,20231223_中山_結果_10
3連複,4-7-10,12540,20231223_中山_結果_11
3連複,2-8-10,8440,20231223_中山_結果_12
3連複,4-5-8,7290,20231223_阪神_結果_1
3連複,2-3-14,9070,20231223_阪神_結果_2
3連複,4-7-8,1010,20231223_阪神_結果_3
3連複,2-3-6,3660,20231223_阪神_結果_4
3連複,5-6-10,9310,20231223_阪神_結果_5
3連複,2-4-16,4860,20231223_阪神_結果_6
3連複,1-2-6,5530,20231223_阪神_結果_7
3連複,2-8-10,950,20231223_阪神_結果_8
3連複,5-7-12,1660,20231223_阪神_結果_9
3連複,2-6-16,19750,20231223_阪神_結果_10
3連複,4-10-14,3960,20231223_阪神_結果_11
3連複,6-10-13,29910,20231223_阪神_結果_12
3連複,4-7-10,1360,20231224_中山_結果_1
3連複,2-4-12,680,20231224_中山_結果_2
3連複,3-9-16,1350,20231224_中山_結果_3
3連複,6-8-12,2420,20231224_中山_結果_4
3連複,3-4-9,30930,20231224_中山_結果_5
3連複,3-9-12,4820,20231224_中山_結果_6
3連複,6-8-16,3400,20231224_中山_結果_7
3連複,8-9-11,3310,20231224_中山_結果_8
3連複,4-6-8,14740,20231224_中山_結果_9
3連複,1-10-16,2140,20231224_中山_結果_10
3連複,4-5-16,8050,20231224_中山_結果_11
3連複,3-11-16,9200,20231224_中山_結果_12
3連複,6-7-13,14650,20231224_阪神_結果_1
3連複,4-12-16,1670,20231224_阪神_結果_2
3連複,3-6-7,2500,20231224_阪神_結果_3
3連複,7-9-15,41270,20231224_阪神_結果_4
3連複,2-4-11,660,20231224_阪神_結果_5
3連複,2-6-8,4580,20231224_阪神_結果_6
3連複,2-9-11,620,20231224_阪神_結果_7
3連複,3-6-10,1150,20231224_阪神_結果_8
3連複,13-14-15,39390,20231224_阪神_結果_9
3連複,3-8-13,39260,20231224_阪神_結果_10
3連複,6-12-15,5750,20231224_阪神_結果_11
3連複,2-4-10,63330,20231224_阪神_結果_12
3連複,5-10-16,750,20231228_中山_結果_1
3連複,4-10-13,1210,20231228_中山_結果_2
3連複,2-6-13,9760,20231228_中山_結果_3
3連複,8-11-13,3390,20231228_中山_結果_4
3連複,3-7-8,6810,20231228_中山_結果_5
3連複,5-7-9,10170,20231228_中山_結果_6
3連複,6-10-14,7480,20231228_中山_結果_7
3連複,1-5-16,50030,20231228_中山_結果_8
3連複,5-8-15,50730,20231228_中山_結果_9
3連複,5-12-13,16230,20231228_中山_結果_10
3連複,5-6-13,18800,20231228_中山_結果_11
3連複,1-6-10,9270,20231228_中山_結果_12
3連複,3-7-14,33170,20231228_阪神_結果_1
3連複,2-3-10,6390,20231228_阪神_結果_2
3連複,3-6-9,4450,20231228_阪神_結果_3
3連複,1-3-10,53770,20231228_阪神_結果_4
3連複,4-5-11,860,20231228_阪神_結果_5
3連複,1-4-6,16240,20231228_阪神_結果_6
3連複,4-5-11,18350,20231228_阪神_結果_7
3連複,3-8-14,12740,20231228_阪神_結果_8
3連複,9-14-16,46670,20231228_阪神_結果_9
3連複,6-9-11,7020,20231228_阪神_結果_10
3連複,5-10-15,1420,20231228_阪神_結果_11
3連複,2-5-12,7370,20231228_阪神_結果_12
3連複,3-4-5,50750,20240901_中京_結果_1
3連複,9-12-13,7820,20240901_中京_結果_2
3連複,2-4-5,3200,20240901_中京_結果_3
3連複,9-12-14,2050,20240901_中京_結果_4
3連複,3-5-11,1390,20240901_中京_結果_5
3連複,6-8-14,8380,20240901_中京_結果_6
3連複,4-5-11,47040,20240901_中京_結果_7
3連複,1-6-16,8450,20240901_中京_結果_8
3連複,1-5-7,360,20240901_中京_結果_9
3連複,9-10-13,3100,20240901_中京_結果_10
3連複,1-8-10,7520,20240901_中京_結果_11
3連複,7-12-16,6390,20240901_中京_結果_12
3連複,1-2-3,4110,20241005_新潟_結果_1
3連複,8-10-12,1890,20241005_新潟_結果_2
3連複,4-10-11,3650,20241005_新潟_結果_3
3連複,9-10-11,740,20241005_新潟_結果_4
3連複,8-11-13,30450,20241005_新潟_結果_5
3連複,2-5-11,1920,20241005_新潟_結果_6
3連複,1-9-11,1990,20241005_新潟_結果_7
3連複,4-9-10,4550,20241005_新潟_結果_8
3連複,5-8-12,4100,20241005_新潟_結果_9
3連複,4-9-15,9350,20241005_新潟_結果_10
3連複,3-7-9,124380,20241005_新潟_結果_11
3連複,4-11-18,18840,20241005_新潟_結果_12
3連複,1-3-6,200,20241102_京都_結果_1
3連複,1-7-8,4710,20241102_京都_結果_2
3連複,2-3-5,7560,20241102_京都_結果_3
3連複,3-4-8,560,20241102_京都_結果_4
3連複,3-9-16,9050,20241102_京都_結果_5
3連複,1-8-14,64570,20241102_京都_結果_6
3連複,2-3-4,700,20241102_京都_結果_7
3連複,0.0,0.0,20241102_京都_結果_8
3連複,1-5-7,890,20241102_京都_結果_9
3連複,2-3-4,14600,20241102_京都_結果_10
3連複,4-12-13,134060,20241102_京都_結果_11
3連複,3-4-5,7090,20241102_京都_結果_12
3連複,2-3-10,7060,20241102_東京_結果_1
3連複,1-3-8,760,20241102_東京_結果_2
3連複,2-8-9,8800,20241102_東京_結果_3
3連複,1-3-8,1210,20241102_東京_結果_4
3連複,1-3-6,2120,20241102_東京_結果_5
3連複,9-10-11,2680,20241102_東京_結果_6
3連複,1-2-3,810,20241102_東京_結果_7
3連複,1-2-4,4100,20241102_東京_結果_8
3連複,1-3-10,12480,20241102_東京_結果_9
3連複,1-3-7,1540,20241102_東京_結果_10
3連複,4-7-11,17140,20241102_東京_結果_11
3連複,1-3-6,900,20241102_東京_結果_12
3連複,5-8-13,7640,20241102_福島_結果_1
3連複,1-3-11,37950,20241102_福島_結果_2
3連複,3-4-9,103560,20241102_福島_結果_3
3連複,4-8-12,11000,20241102_福島_結果_4
3連複,2-8-13,15250,20241102_福島_結果_5
3連複,3-8-12,203690,20241102_福島_結果_6
3連複,3-4-10,9480,20241102_福島_結果_7
3連複,1-6-7,33850,20241102_福島_結果_8
3連複,1-2-7,1940,20241102_福島_結果_9
3連複,3-6-9,10720,20241102_福島_結果_10
3連複,1-2-16,33700,20241102_福島_結果_11
3連複,2-3-11,47020,20241102_福島_結果_12
3連複,3-5-11,27690,20241102_福島_結果_12
